code_union,ind_union_eng,code_union_app,app_code_name_eng,year_5,quantity_sum,sales.m_sum,quantity_t_sum,sales_b_sum,q_indagg_sum,pq_indagg_sum,q_indagg_loo_sum,pq_indagg_loo_sum,quantity_mean,sales.m_mean,quantity_t_mean,sales_b_mean,q_indagg_mean,pq_indagg_mean,q_indagg_loo_mean,pq_indagg_loo_mean,unitval_m,p_indagg_loo
16,Ceramics and earthwork products,190,190_Processing,2012,28,113,0.028,0.113,20350,79065,20322,78952,5.6,22.6,0.0056,0.022600000000000002,4070,15813,4064.4,15790.4,4.035714285714286,3.8850506839877963
16,Ceramics and earthwork products,190,190_Processing,2017,30,91,0.03,0.091,41741,109239,41711,109148,6,18.2,0.005999999999999999,0.0182,8348.2,21847.8,8342.2,21829.6,3.033333333333333,2.616767759104313
16,Ceramics and earthwork products,200,200_Assembling and disassembling,1982,4,154.753,0.004,0.15475299999999997,13953,109833.246,13949,109678.493,0.8,30.950599999999998,8e-4,0.030950599999999995,2790.6,21966.6492,2789.8,21935.6986,38.68825,7.862821205821206
16,Ceramics and earthwork products,200,200_Assembling and disassembling,1987,67,425.608,0.067,0.425608,68253,603480.808,68186,603055.2,13.4,85.1216,0.0134,0.0851216,13650.6,120696.16159999999,13637.2,120611.04,6.3523582089552235,8.8442671516147
16,Ceramics and earthwork products,200,200_Assembling and disassembling,1992,108,953,0.108,0.9530000000000001,122497,1128511,122389,1127558,21.6,190.6,0.0216,0.1906,24499.4,225702.2,24477.8,225511.6,8.824074074074074,9.212903120378465
16,Ceramics and earthwork products,200,200_Assembling and disassembling,1997,38,146,0.038,0.14600000000000002,127651,1337837,127613,1337691,7.6,29.2,0.0076,0.0292,25530.2,267567.4,25522.6,267538.2,3.8421052631578947,10.482403830330766
16,Ceramics and earthwork products,200,200_Assembling and disassembling,2002,20,90,0.02,0.09,108555,1333219,108535,1333129,4,18,0.004,0.018,21711,266643.8,21707,266625.8,4.5,12.282940986778458
16,Ceramics and earthwork products,200,200_Assembling and disassembling,2007,2,13,0.002,0.013000000000000001,135949,1585492,135947,1585479,0.4,2.6,4e-4,0.0026,27189.8,317098.4,27189.4,317095.8,6.5,11.66247876010504
16,Ceramics and earthwork products,200,200_Assembling and disassembling,2012,7,20,0.007,0.02,132376,1250393,132369,1250373,1.4,4,0.0014,0.004,26475.2,250078.6,26473.8,250074.6,2.857142857142857,9.446116537860073
16,Ceramics and earthwork products,200,200_Assembling and disassembling,2017,2,39,0.002,0.039,209093,1256977,209091,1256938,0.4,7.8,4e-4,0.0078,41818.6,251395.4,41818.2,251387.6,19.5,6.011439995026089
16,Ceramics and earthwork products,900,900_Others,1982,226,1292.914,0.226,1.292914,6092,28067.404,5866,26774.489999999998,45.2,258.58279999999996,0.045200000000000004,0.2585828,1218.4,5613.480799999999,1173.2,5354.898,5.720858407079646,4.564352199113535
16,Ceramics and earthwork products,900,900_Others,1987,456,3519.9700000000003,0.456,3.5199700000000003,12263,86981.85399999999,11807,83461.884,91.2,703.994,0.0912,0.703994,2452.6,17396.3708,2361.4,16692.3768,7.719232456140351,7.068847632760227
16,Ceramics and earthwork products,900,900_Others,1992,215,1848,0.215,1.848,6828,75547,6613,73699,43,369.6,0.043,0.3696,1365.6,15109.4,1322.6,14739.8,8.595348837209302,11.144563738091637
16,Ceramics and earthwork products,900,900_Others,1997,76,435,0.076,0.435,7130,37307,7054,36872,15.2,87,0.0152,0.087,1426,7461.4,1410.8,7374.4,5.723684210526316,5.227105188545506
16,Ceramics and earthwork products,900,900_Others,2002,55,422,0.055,0.422,24189,183979,24134,183557,11,84.4,0.011,0.0844,4837.8,36795.8,4826.8,36711.4,7.672727272727273,7.605742935278031
16,Ceramics and earthwork products,900,900_Others,2007,3,83,0.003,0.083,67653,466607,67650,466524,0.6,16.6,6.000000000000001e-4,0.0166,13530.6,93321.4,13530,93304.8,27.666666666666668,6.8961419068736145
16,Ceramics and earthwork products,900,900_Others,2012,11,80,0.011,0.08,51223,416412,51212,416332,2.2,16,0.0022,0.016,10244.6,83282.4,10242.4,83266.4,7.2727272727272725,8.129579004920721
16,Ceramics and earthwork products,900,900_Others,2017,28,111,0.028,0.111,102377,629010,102349,628899,5.6,22.2,0.0056,0.0222,20475.4,125802,20469.8,125779.8,3.9642857142857144,6.144652121662156
16,Ceramics and earthwork products,NA,TOTAL,1982,294,1695.263,0.294,1.695263,87491,385029.962,87197,383334.699,58.8,339.0526,0.0588,0.3390526,17498.2,77005.9924,17439.4,76666.93980000001,5.766200680272108,4.396191371262773
16,Ceramics and earthwork products,NA,TOTAL,1987,878,7472.277,0.878,7.472277,203446,1282571.7110000001,202568,1275099.434,175.6,1494.4554,0.1756,1.4944554,40689.2,256514.3422,40513.6,255019.8868,8.510566059225512,6.294673561470716
16,Ceramics and earthwork products,NA,TOTAL,1992,1488,20327,1.488,20.326999999999998,341385,2390500,339897,2370173,297.6,4065.4,0.2976,4.0654,68277,478100,67979.4,474034.6,13.660618279569892,6.973209531122664
16,Ceramics and earthwork products,NA,TOTAL,1997,910,12754,0.91,12.754,326982,2298354,326072,2285600,182,2550.8,0.182,2.5508,65396.4,459670.8,65214.4,457120,14.015384615384615,7.009494835496454
16,Ceramics and earthwork products,NA,TOTAL,2002,818,7604,0.8180000000000001,7.604,343790,2404478,342972,2396874,163.6,1520.8,0.1636,1.5208000000000002,68758,480895.6,68594.4,479374.8,9.295843520782396,6.988541338651552
16,Ceramics and earthwork products,NA,TOTAL,2007,640,3397,0.64,3.3970000000000002,503248,3194689,502608,3191292,128,679.4,0.128,0.6794,100649.6,638937.8,100521.6,638258.4,5.3078125,6.349465189571196
16,Ceramics and earthwork products,NA,TOTAL,2012,612,5974,0.612,5.974,464964,2632906,464352,2626932,122.4,1194.8,0.12240000000000001,1.1947999999999999,92992.8,526581.2,92870.4,525386.4,9.761437908496733,5.6571997105644
16,Ceramics and earthwork products,NA,TOTAL,2017,683,3217,0.683,3.2169999999999996,812085,3378440,811402,3375223,136.6,643.4,0.1366,0.6434,162417,675688,162280.4,675044.6,4.710102489019033,4.159742026763553
17,Other manufacturing,110,110_Handling operations/Machine tending,1982,386,1566.723,0.386,1.5667229999999999,43909,98180.761,43523,96614.038,77.2,313.3446,0.0772,0.3133446,8781.8,19636.1522,8704.6,19322.8076,4.058867875647668,2.2198386600188407
17,Other manufacturing,110,110_Handling operations/Machine tending,1987,678,6599.297,0.678,6.599297,68202,210002.384,67524,203403.087,135.6,1319.8594,0.1356,1.3198594,13640.4,42000.4768,13504.8,40680.6174,9.73347640117994,3.012308023813755
17,Other manufacturing,110,110_Handling operations/Machine tending,1992,5315,20419,5.315,20.419,109636,449058,104321,428639,1063,4083.8,1.063,4.0838,21927.2,89811.6,20864.2,85727.8,3.841768579492004,4.10884673268086
17,Other manufacturing,110,110_Handling operations/Machine tending,1997,2832,18983,2.832,18.983,100915,432727,98083,413744,566.4,3796.6,0.5664,3.7965999999999998,20183,86545.4,19616.6,82748.8,6.703036723163842,4.218304905029414
17,Other manufacturing,110,110_Handling operations/Machine tending,2002,1732,10524,1.732,10.524000000000001,102644,398857,100912,388333,346.4,2104.8,0.34640000000000004,2.1048,20528.8,79771.4,20182.4,77666.6,6.076212471131639,3.84823410496274
17,Other manufacturing,110,110_Handling operations/Machine tending,2007,1179,5475,1.179,5.475,137477,427194,136298,421719,235.8,1095,0.2358,1.095,27495.4,85438.8,27259.6,84343.8,4.643765903307888,3.0940952912001642
17,Other manufacturing,110,110_Handling operations/Machine tending,2012,1893,8876,1.893,8.876,124647,395106,122754,386230,378.6,1775.2,0.3786,1.7752000000000001,24929.4,79021.2,24550.8,77246,4.6888536714210245,3.14637404891083
17,Other manufacturing,110,110_Handling operations/Machine tending,2017,3731,19247,3.731,19.247,242464,675066,238733,655819,746.2,3849.4,0.7462,3.8494,48492.8,135013.2,47746.6,131163.8,5.158670597694988,2.7470814675809376
17,Other manufacturing,160,160_Welding and soldering,1982,83,734.2199999999999,0.08299999999999999,0.73422,9067,85204.415,8984,84470.195,16.6,146.844,0.0166,0.146844,1813.4,17040.883,1796.8,16894.039,8.846024096385541,9.402292408726625
17,Other manufacturing,160,160_Welding and soldering,1987,483,4099.32,0.48300000000000004,4.09932,31846,244986.721,31363,240887.401,96.6,819.864,0.0966,0.8198639999999999,6369.2,48997.3442,6272.6,48177.4802,8.487204968944098,7.680623696712687
17,Other manufacturing,160,160_Welding and soldering,1992,1551,17505,1.551,17.505,67484,478833,65933,461328,310.2,3501,0.31020000000000003,3.501,13496.8,95766.6,13186.6,92265.6,11.286266924564798,6.996921116891389
17,Other manufacturing,160,160_Welding and soldering,1997,1955,14628,1.9549999999999998,14.628,66250,337320,64295,322692,391,2925.6,0.391,2.9256,13250,67464,12859,64538.4,7.482352941176471,5.01892837701221
17,Other manufacturing,160,160_Welding and soldering,2002,881,7057,0.881,7.057,84362,355993,83481,348936,176.2,1411.4,0.1762,1.4114,16872.4,71198.6,16696.2,69787.2,8.010215664018162,4.17982534948072
17,Other manufacturing,160,160_Welding and soldering,2007,1272,6527,1.272,6.527,128168,497429,126896,490902,254.4,1305.4,0.2544,1.3054000000000001,25633.6,99485.8,25379.2,98180.4,5.1312893081761,3.8685380153826756
17,Other manufacturing,160,160_Welding and soldering,2012,961,3852,0.961,3.852,129717,420627,128756,416775,192.2,770.4,0.1922,0.7704,25943.4,84125.4,25751.2,83355,4.008324661810614,3.236936531113113
17,Other manufacturing,160,160_Welding and soldering,2017,1338,5911,1.338,5.911,205948,611388,204610,605477,267.6,1182.2,0.2676,1.1822,41189.6,122277.6,40922,121095.4,4.417787742899851,2.9591759933532087
17,Other manufacturing,170,170_Dispensing,1982,87,911.9,0.08700000000000001,0.9118999999999999,1185,15728.937,1098,14817.037,17.4,182.38,0.0174,0.18238,237,3145.7874,219.6,2963.4074,10.4816091954023,13.494569216757741
17,Other manufacturing,170,170_Dispensing,1987,149,1661.43,0.149,1.66143,2625,39160.932,2476,37499.502,29.8,332.286,0.0298,0.33228599999999997,525,7832.1864,495.2,7499.9003999999995,11.150536912751678,15.145194668820679
17,Other manufacturing,170,170_Dispensing,1992,243,2448,0.243,2.448,4078,42044,3835,39596,48.6,489.6,0.0486,0.48960000000000004,815.6,8408.8,767,7919.2,10.074074074074074,10.32490221642764
17,Other manufacturing,170,170_Dispensing,1997,181,2683,0.181,2.683,2996,30038,2815,27355,36.2,536.6,0.0362,0.5366,599.2,6007.6,563,5471,14.823204419889503,9.717584369449378
17,Other manufacturing,170,170_Dispensing,2002,169,1391,0.169,1.391,3275,26983,3106,25592,33.8,278.2,0.0338,0.2782,655,5396.6,621.2,5118.4,8.23076923076923,8.239536381197683
17,Other manufacturing,170,170_Dispensing,2007,572,4830,0.572,4.83,8194,84392,7622,79562,114.4,966,0.1144,0.966,1638.8,16878.4,1524.4,15912.4,8.444055944055943,10.438467593807399
17,Other manufacturing,170,170_Dispensing,2012,338,2491,0.338,2.491,6651,71303,6313,68812,67.6,498.2,0.0676,0.4982,1330.2,14260.6,1262.6,13762.4,7.3698224852071,10.900047520988437
17,Other manufacturing,170,170_Dispensing,2017,742,7068,0.742,7.068,10462,96760,9720,89692,148.4,1413.6,0.1484,1.4136,2092.4,19352,1944,17938.4,9.525606469002696,9.227572016460906
17,Other manufacturing,190,190_Processing,1982,45,220.82,0.045,0.22082000000000002,13285,48015.199,13240,47794.379,9,44.164,0.009,0.044164,2657,9603.0398,2648,9558.8758,4.907111111111111,3.6098473564954685
17,Other manufacturing,190,190_Processing,1987,505,7318.42,0.505,7.31842,20257,97959.012,19752,90640.592,101,1463.684,0.101,1.463684,4051.4,19591.8024,3950.4,18128.1184,14.491920792079208,4.588932361279871
17,Other manufacturing,190,190_Processing,1992,731,3732,0.731,3.7319999999999998,30862,216507,30131,212775,146.2,746.4,0.1462,0.7464,6172.4,43301.4,6026.2,42555,5.105335157318741,7.061664066907836
17,Other manufacturing,190,190_Processing,1997,988,5074,0.988,5.074,22040,123125,21052,118051,197.6,1014.8,0.1976,1.0148,4408,24625,4210.4,23610.2,5.135627530364372,5.607590727721831
17,Other manufacturing,190,190_Processing,2002,713,3861,0.713,3.8609999999999998,20765,105447,20052,101586,142.6,772.2,0.1426,0.7722,4153,21089.4,4010.4,20317.2,5.415147265077139,5.066128067025733
17,Other manufacturing,190,190_Processing,2007,658,5548,0.658,5.548,25807,133575,25149,128027,131.6,1109.6,0.1316,1.1096,5161.4,26715,5029.8,25605.4,8.43161094224924,5.090739194401368
17,Other manufacturing,190,190_Processing,2012,459,1574,0.459,1.574,20350,79065,19891,77491,91.8,314.8,0.09179999999999999,0.3148,4070,15813,3978.2,15498.2,3.429193899782135,3.8957820119652102
17,Other manufacturing,190,190_Processing,2017,814,4597,0.8140000000000001,4.597,41741,109239,40927,104642,162.8,919.4,0.1628,0.9194,8348.2,21847.8,8185.4,20928.4,5.6474201474201475,2.5567962469763237
17,Other manufacturing,200,200_Assembling and disassembling,1982,57,141.444,0.056999999999999995,0.141444,13953,109833.246,13896,109691.80200000001,11.4,28.2888,0.0114,0.0282888,2790.6,21966.6492,2779.2,21938.3604,2.4814736842105263,7.893768134715026
17,Other manufacturing,200,200_Assembling and disassembling,1987,1298,4206.932,1.298,4.206932,68253,603480.808,66955,599273.8759999999,259.6,841.3864,0.2596,0.8413864,13650.6,120696.16159999999,13391,119854.7752,3.2410878274268105,8.950397670076915
17,Other manufacturing,200,200_Assembling and disassembling,1992,1687,8677,1.687,8.677,122497,1128511,120810,1119834,337.4,1735.4,0.33740000000000003,1.7354,24499.4,225702.2,24162,223966.8,5.143449911084766,9.269381673702508
17,Other manufacturing,200,200_Assembling and disassembling,1997,17780,31578,17.78,31.578000000000003,127651,1337837,109871,1306259,3556,6315.6,3.556,6.315600000000001,25530.2,267567.4,21974.2,261251.8,1.7760404949381328,11.889024401343393
17,Other manufacturing,200,200_Assembling and disassembling,2002,13940,66010,13.94,66.01,108555,1333219,94615,1267209,2788,13202,2.788,13.202,21711,266643.8,18923,253441.8,4.735294117647059,13.393320298049993
17,Other manufacturing,200,200_Assembling and disassembling,2007,12301,45245,12.301,45.245000000000005,135949,1585492,123648,1540247,2460.2,9049,2.4602,9.049,27189.8,317098.4,24729.6,308049.4,3.678156247459556,12.456707751035196
17,Other manufacturing,200,200_Assembling and disassembling,2012,9999,22703,9.999,22.703,132376,1250393,122377,1227690,1999.8,4540.6,1.9998,4.5406,26475.2,250078.6,24475.4,245538,2.2705270527052703,10.032032162906429
17,Other manufacturing,200,200_Assembling and disassembling,2017,12225,33240,12.225,33.24,209093,1256977,196868,1223737,2445,6648,2.4450000000000003,6.648,41818.6,251395.4,39373.6,244747.4,2.7190184049079753,6.216027998455818
17,Other manufacturing,900,900_Others,1982,853,5304.593,0.853,5.304593,6092,28067.404,5239,22762.810999999998,170.6,1060.9186,0.1706,1.0609186,1218.4,5613.480799999999,1047.8,4552.562199999999,6.218749120750293,4.34487707577782
17,Other manufacturing,900,900_Others,1987,979,6810.625,0.979,6.810625,12263,86981.85399999999,11284,80171.22899999999,195.8,1362.125,0.1958,1.362125,2452.6,17396.3708,2256.8,16034.245799999999,6.9567160367722165,7.104859003899326
17,Other manufacturing,900,900_Others,1992,2474,36771,2.474,36.771,6828,75547,4354,38776,494.8,7354.2,0.4948,7.3542000000000005,1365.6,15109.4,870.8,7755.2,14.862974939369442,8.905833716123105
17,Other manufacturing,900,900_Others,1997,2498,7801,2.4979999999999998,7.801,7130,37307,4632,29506,499.6,1560.2,0.4996,1.5602,1426,7461.4,926.4,5901.2,3.122898318654924,6.370034542314335
17,Other manufacturing,900,900_Others,2002,1314,8641,1.314,8.641,24189,183979,22875,175338,262.8,1728.2,0.2628,1.7282,4837.8,36795.8,4575,35067.6,6.576103500761035,7.665049180327869
17,Other manufacturing,900,900_Others,2007,1852,9812,1.8519999999999999,9.812,67653,466607,65801,456795,370.4,1962.4,0.3704,1.9624000000000001,13530.6,93321.4,13160.2,91359,5.29805615550756,6.942067749730247
17,Other manufacturing,900,900_Others,2012,309,2622,0.309,2.622,51223,416412,50914,413790,61.8,524.4,0.0618,0.5244,10244.6,83282.4,10182.8,82758,8.485436893203884,8.127234159563185
17,Other manufacturing,900,900_Others,2017,1841,10098,1.841,10.098,102377,629010,100536,618912,368.2,2019.6,0.36819999999999997,2.0196,20475.4,125802,20107.2,123782.4,5.485062466051059,6.156123179756505
17,Other manufacturing,NA,TOTAL,1982,1511,8879.7,1.5110000000000001,8.8797,87491,385029.962,85980,376150.262,302.2,1775.94,0.3022,1.77594,17498.2,77005.9924,17196,75230.0524,5.876704169424223,4.374857664573156
17,Other manufacturing,NA,TOTAL,1987,4092,30696.024,4.0920000000000005,30.696024,203446,1282571.7110000001,199354,1251875.687,818.4,6139.2047999999995,0.8184,6.1392048,40689.2,256514.3422,39870.8,250375.1374,7.501472140762464,6.2796617424280425
17,Other manufacturing,NA,TOTAL,1992,12001,89552,12.001,89.552,341385,2390500,329384,2300948,2400.2,17910.4,2.4002,17.9104,68277,478100,65876.8,460189.6,7.4620448295975335,6.9856095013722586
17,Other manufacturing,NA,TOTAL,1997,26234,80747,26.233999999999998,80.747,326982,2298354,300748,2217607,5246.8,16149.4,5.2468,16.1494,65396.4,459670.8,60149.6,443521.4,3.077952275672791,7.373638394935295
17,Other manufacturing,NA,TOTAL,2002,18749,97484,18.749,97.484,343790,2404478,325041,2306994,3749.8,19496.8,3.7498,19.4968,68758,480895.6,65008.2,461398.8,5.199423969278362,7.097547693983221
17,Other manufacturing,NA,TOTAL,2007,17834,77437,17.834,77.437,503248,3194689,485414,3117252,3566.8,15487.4,3.5668,15.487400000000001,100649.6,638937.8,97082.8,623450.4,4.34209936077156,6.4218419740674975
17,Other manufacturing,NA,TOTAL,2012,13959,42118,13.959,42.118,464964,2632906,451005,2590788,2791.8,8423.6,2.7918,8.4236,92992.8,526581.2,90201,518157.6,3.0172648470520813,5.744477333954169
17,Other manufacturing,NA,TOTAL,2017,20691,80161,20.691,80.161,812085,3378440,791394,3298279,4138.2,16032.2,4.1382,16.0322,162417,675688,158278.8,659655.8,3.874196510560147,4.16768259552132
2,Non-ferrous metal,110,110_Handling operations/Machine tending,1982,2172,6801.4710000000005,2.172,6.801471,43909,98180.761,41737,91379.29000000001,434.4,1360.2942,0.4344,1.3602942,8781.8,19636.1522,8347.4,18275.858,3.131432320441989,2.189407240577905
2,Non-ferrous metal,110,110_Handling operations/Machine tending,1987,1828,8386.463,1.828,8.3864629999999991,68202,210002.384,66374,201615.921,365.6,1677.2926,0.3656,1.6772926,13640.4,42000.4768,13274.8,40323.1842,4.587780634573304,3.037573763823184
2,Non-ferrous metal,110,110_Handling operations/Machine tending,1992,1298,7838,1.298,7.838,109636,449058,108338,441220,259.6,1567.6,0.2596,1.5675999999999999,21927.2,89811.6,21667.6,88244,6.038520801232665,4.072624563864941
2,Non-ferrous metal,110,110_Handling operations/Machine tending,1997,699,4184,0.6990000000000001,4.184,100915,432727,100216,428543,139.8,836.8,0.1398,0.8368,20183,86545.4,20043.2,85708.6,5.985693848354792,4.2761934222080304
2,Non-ferrous metal,110,110_Handling operations/Machine tending,2002,659,2853,0.659,2.853,102644,398857,101985,396004,131.8,570.6,0.1318,0.5706,20528.8,79771.4,20397,79200.8,4.3292867981790595,3.8829631808599303
2,Non-ferrous metal,110,110_Handling operations/Machine tending,2007,361,1237,0.361,1.237,137477,427194,137116,425957,72.2,247.4,0.0722,0.2474,27495.4,85438.8,27423.2,85191.4,3.4265927977839334,3.1065448233612414
2,Non-ferrous metal,110,110_Handling operations/Machine tending,2012,139,757,0.139,0.757,124647,395106,124508,394349,27.8,151.4,0.027800000000000002,0.1514,24929.4,79021.2,24901.6,78869.8,5.446043165467626,3.1672583287820864
2,Non-ferrous metal,110,110_Handling operations/Machine tending,2017,196,832,0.196,0.8320000000000001,242464,675066,242268,674234,39.2,166.4,0.0392,0.1664,48492.8,135013.2,48453.6,134846.8,4.244897959183674,2.7830088992355573
2,Non-ferrous metal,160,160_Welding and soldering,1982,0,0,0,0,9067,85204.415,9067,85204.415,0,0,0,0,1813.4,17040.883,1813.4,17040.883,NaN,9.397200286754163
2,Non-ferrous metal,160,160_Welding and soldering,1987,30,137.85,0.03,0.13785,31846,244986.721,31816,244848.87099999998,6,27.57,0.006,0.02757,6369.2,48997.3442,6363.2,48969.7742,4.595,7.695777941916017
2,Non-ferrous metal,160,160_Welding and soldering,1992,55,321,0.055,0.321,67484,478833,67429,478512,11,64.2,0.011,0.06420000000000001,13496.8,95766.6,13485.8,95702.4,5.836363636363636,7.0965311661154695
2,Non-ferrous metal,160,160_Welding and soldering,1997,22,138,0.022,0.138,66250,337320,66228,337182,4.4,27.6,0.0044,0.0276,13250,67464,13245.6,67436.4,6.2727272727272725,5.091230295343359
2,Non-ferrous metal,160,160_Welding and soldering,2002,32,130,0.032,0.13,84362,355993,84330,355863,6.4,26,0.0064,0.026000000000000002,16872.4,71198.6,16866,71172.6,4.0625,4.21988616150836
2,Non-ferrous metal,160,160_Welding and soldering,2007,7,25,0.007,0.025,128168,497429,128161,497404,1.4,5,0.0014,0.005,25633.6,99485.8,25632.2,99480.8,3.5714285714285716,3.8810870701695523
2,Non-ferrous metal,160,160_Welding and soldering,2012,1,41,0.001,0.041,129717,420627,129716,420586,0.2,8.2,2e-4,0.0082,25943.4,84125.4,25943.2,84117.2,41,3.242360233124672
2,Non-ferrous metal,160,160_Welding and soldering,2017,3,15,0.003,0.015,205948,611388,205945,611373,0.6,3,6.000000000000001e-4,0.003,41189.6,122277.6,41189,122274.6,5,2.9686226905241693
2,Non-ferrous metal,170,170_Dispensing,1982,3,23.769,0.003,0.023769,1185,15728.937,1182,15705.168,0.6,4.7538,6.000000000000001e-4,0.0047538,237,3145.7874,236.4,3141.0336,7.922999999999999,13.286944162436548
2,Non-ferrous metal,170,170_Dispensing,1987,7,115.5,0.007,0.11549999999999999,2625,39160.932,2618,39045.432,1.4,23.1,0.0014,0.0231,525,7832.1864,523.6,7809.0864,16.5,14.91422154316272
2,Non-ferrous metal,170,170_Dispensing,1992,5,41,0.005,0.041,4078,42044,4073,42003,1,8.2,0.001,0.008199999999999999,815.6,8408.8,814.6,8400.6,8.2,10.312546034863736
2,Non-ferrous metal,170,170_Dispensing,1997,8,52,0.008,0.052,2996,30038,2988,29986,1.6,10.4,0.0016,0.0104,599.2,6007.6,597.6,5997.2,6.5,10.035475234270415
2,Non-ferrous metal,170,170_Dispensing,2002,96,184,0.096,0.184,3275,26983,3179,26799,19.2,36.8,0.0192,0.0368,655,5396.6,635.8,5359.8,1.9166666666666667,8.430009436929852
2,Non-ferrous metal,170,170_Dispensing,2007,12,42,0.012,0.041999999999999996,8194,84392,8182,84350,2.4,8.4,0.0024000000000000002,0.0084,1638.8,16878.4,1636.4,16870,3.5,10.309215350769984
2,Non-ferrous metal,170,170_Dispensing,2012,7,27,0.007,0.027,6651,71303,6644,71276,1.4,5.4,0.0014,0.005399999999999999,1330.2,14260.6,1328.8,14255.2,3.857142857142857,10.72787477423239
2,Non-ferrous metal,170,170_Dispensing,2017,2,28,0.002,0.028,10462,96760,10460,96732,0.4,5.6,4e-4,0.0056,2092.4,19352,2092,19346.4,14,9.247801147227534
2,Non-ferrous metal,190,190_Processing,1982,6,46.370000000000005,0.006,0.04637,13285,48015.199,13279,47968.829,1.2,9.274000000000001,0.0012000000000000001,0.009274000000000001,2657,9603.0398,2655.8,9593.765800000001,7.728333333333334,3.6123826342345056
2,Non-ferrous metal,190,190_Processing,1987,198,926.01,0.198,0.92601,20257,97959.012,20059,97033.002,39.6,185.202,0.0396,0.185202,4051.4,19591.8024,4011.8,19406.6004,4.676818181818182,4.837379829502966
2,Non-ferrous metal,190,190_Processing,1992,100,628,0.09999999999999999,0.628,30862,216507,30762,215879,20,125.6,0.02,0.1256,6172.4,43301.4,6152.4,43175.8,6.28,7.017716663415903
2,Non-ferrous metal,190,190_Processing,1997,172,1148,0.17200000000000001,1.148,22040,123125,21868,121977,34.4,229.6,0.0344,0.2296,4408,24625,4373.6,24395.4,6.674418604651163,5.57787634900311
2,Non-ferrous metal,190,190_Processing,2002,85,613,0.085,0.613,20765,105447,20680,104834,17,122.6,0.017,0.1226,4153,21089.4,4136,20966.8,7.211764705882353,5.069342359767892
2,Non-ferrous metal,190,190_Processing,2007,53,171,0.053,0.17099999999999999,25807,133575,25754,133404,10.6,34.2,0.0106,0.0342,5161.4,26715,5150.8,26680.8,3.2264150943396226,5.1799332142579795
2,Non-ferrous metal,190,190_Processing,2012,18,91,0.018000000000000002,0.091,20350,79065,20332,78974,3.6,18.2,0.0036,0.0182,4070,15813,4066.4,15794.8,5.055555555555555,3.8842219161912257
2,Non-ferrous metal,190,190_Processing,2017,28,71,0.028,0.071,41741,109239,41713,109168,5.6,14.2,0.0056,0.014199999999999999,8348.2,21847.8,8342.6,21833.6,2.5357142857142856,2.61712176060221
2,Non-ferrous metal,200,200_Assembling and disassembling,1982,19,38.978,0.019,0.038978,13953,109833.246,13934,109794.26800000001,3.8,7.7956,0.0038,0.007795600000000001,2790.6,21966.6492,2786.8,21958.853600000002,2.0514736842105266,7.879594373474954
2,Non-ferrous metal,200,200_Assembling and disassembling,1987,107,626.439,0.107,0.626439,68253,603480.808,68146,602854.369,21.4,125.2878,0.0214,0.1252878,13650.6,120696.16159999999,13629.2,120570.8738,5.854570093457943,8.846511446012972
2,Non-ferrous metal,200,200_Assembling and disassembling,1992,46,393,0.046,0.393,122497,1128511,122451,1128118,9.2,78.6,0.0092,0.0786,24499.4,225702.2,24490.2,225623.6,8.543478260869565,9.212811655274354
2,Non-ferrous metal,200,200_Assembling and disassembling,1997,24,161,0.024,0.161,127651,1337837,127627,1337676,4.8,32.2,0.0048000000000000004,0.0322,25530.2,267567.4,25525.4,267535.2,6.708333333333333,10.481136436647418
2,Non-ferrous metal,200,200_Assembling and disassembling,2002,9,120,0.009,0.12,108555,1333219,108546,1333099,1.8,24,0.0018,0.024,21711,266643.8,21709.2,266619.8,13.333333333333334,12.28141985886168
2,Non-ferrous metal,200,200_Assembling and disassembling,2007,3,28,0.003,0.028,135949,1585492,135946,1585464,0.6,5.6,6.000000000000001e-4,0.0056,27189.8,317098.4,27189.2,317092.8,9.333333333333334,11.662454209759758
2,Non-ferrous metal,200,200_Assembling and disassembling,2012,2,6,0.002,0.006,132376,1250393,132374,1250387,0.4,1.2,4e-4,0.0012000000000000001,26475.2,250078.6,26474.8,250077.4,3,9.445865502288969
2,Non-ferrous metal,200,200_Assembling and disassembling,2017,11,46,0.011,0.046,209093,1256977,209082,1256931,2.2,9.2,0.0022,0.0092,41818.6,251395.4,41816.4,251386.2,4.181818181818182,6.011665279651046
2,Non-ferrous metal,900,900_Others,1982,63,495.09999999999997,0.063,0.4951,6092,28067.404,6029,27572.304,12.6,99.02,0.0126,0.09902,1218.4,5613.480799999999,1205.8,5514.4608,7.858730158730158,4.573279814231216
2,Non-ferrous metal,900,900_Others,1987,102,1147.5320000000002,0.10200000000000001,1.147532,12263,86981.85399999999,12161,85834.322,20.4,229.5064,0.0204,0.2295064,2452.6,17396.3708,2432.2,17166.8644,11.250313725490198,7.05816314447825
2,Non-ferrous metal,900,900_Others,1992,13,363,0.013000000000000001,0.363,6828,75547,6815,75184,2.6,72.6,0.0026,0.0726,1365.6,15109.4,1363,15036.8,27.923076923076923,11.03213499633162
2,Non-ferrous metal,900,900_Others,1997,9,119,0.009000000000000001,0.119,7130,37307,7121,37188,1.8,23.8,0.0018,0.023799999999999998,1426,7461.4,1424.2,7437.6,13.222222222222221,5.222300238730515
